Year,HB,Location,SIMD,AppointmentType,Attendances,DNAAppointments,DNARate
2020,S08000031,C418H,1,Return,4499,617,12.06020328
2020,S08000031,C418H,2,Return,4341,418,8.783357848
2020,S08000031,C418H,3,Return,3308,267,7.468531469
2020,S08000031,C418H,4,Return,2876,181,5.920837422
2020,S08000031,C418H,5,Return,3651,201,5.218068536
2020,S08000031,C418H,,Return,10,0,0
2020,S08000031,C418H,1,Return,2276,207,8.336689489
2020,S08000031,C418H,2,Return,2031,175,7.932910245
2020,S08000031,C418H,3,Return,1599,92,5.440567711
2020,S08000031,C418H,4,Return,1318,77,5.519713262
2020,S08000031,C418H,5,Return,1779,103,5.472901169
2020,S08000031,C418H,,Return,5,0,0
2020,S08000031,C418H,1,Return,2922,441,13.1132917
2020,S08000031,C418H,2,Return,2710,332,10.91387245
2020,S08000031,C418H,3,Return,2033,214,9.523809524
2020,S08000031,C418H,4,Return,1743,170,8.886565604
2020,S08000031,C418H,5,Return,2375,160,6.311637081
2020,S08000031,C418H,,Return,5,5,50
2020,S08000031,C418H,1,Return,3458,511,12.87477954
2020,S08000031,C418H,2,Return,3250,330,9.217877095
2020,S08000031,C418H,3,Return,2514,222,8.114035088
2020,S08000031,C418H,4,Return,2118,178,7.75261324
2020,S08000031,C418H,5,Return,2919,190,6.111289804
2020,S08000031,C418H,,Return,5,5,50
2021,S08000031,C418H,1,Return,3279,506,13.36856011
2021,S08000031,C418H,2,Return,3124,346,9.971181556
2021,S08000031,C418H,3,Return,2526,214,7.810218978
2021,S08000031,C418H,4,Return,2186,161,6.859821048
2021,S08000031,C418H,5,Return,2755,177,6.036834925
2021,S08000031,C418H,,Return,5,0,0
2021,S08000031,C418H,1,Return,3242,485,13.0131473
2021,S08000031,C418H,2,Return,3195,348,9.822184589
2021,S08000031,C418H,3,Return,2523,214,7.818779686
2021,S08000031,C418H,4,Return,2084,172,7.624113475
2021,S08000031,C418H,5,Return,2852,193,6.338259442
2021,S08000031,C418H,,Return,10,0,0
2021,S08000031,C418H,1,Return,3398,531,13.51488928
2021,S08000031,C418H,2,Return,3357,314,8.553527649
2021,S08000031,C418H,3,Return,2479,221,8.185185185
2021,S08000031,C418H,4,Return,2124,165,7.208387942
2021,S08000031,C418H,5,Return,2831,186,6.165064634
2021,S08000031,C418H,,Return,10,0,0
2021,S08000031,C418H,1,Return,3186,503,13.63513147
2021,S08000031,C418H,2,Return,3226,347,9.71172684
2021,S08000031,C418H,3,Return,2535,253,9.074605452
2021,S08000031,C418H,4,Return,2093,149,6.645851918
2021,S08000031,C418H,5,Return,2881,175,5.726439791
2021,S08000031,C418H,,Return,5,0,0
2022,S08000031,C418H,1,Return,3415,456,11.77990183
2022,S08000031,C418H,2,Return,3247,322,9.022135052
2022,S08000031,C418H,3,Return,2605,209,7.427149964
2022,S08000031,C418H,4,Return,2239,131,5.52742616
2022,S08000031,C418H,5,Return,2951,158,5.082019942
2022,S08000031,C418H,,Return,5,0,0
2022,S08000031,C418H,1,Return,3537,456,11.41998497
2022,S08000031,C418H,2,Return,3343,339,9.206952743
2022,S08000031,C418H,3,Return,2661,252,8.650875386
2022,S08000031,C418H,4,Return,2254,167,6.897976043
2022,S08000031,C418H,5,Return,2968,177,5.627980922
2022,S08000031,C418H,,Return,5,0,0
2022,S08000031,C418H,1,Return,3747,476,11.27160786
2022,S08000031,C418H,2,Return,3501,340,8.851861494
2022,S08000031,C418H,3,Return,2793,236,7.791350281
2022,S08000031,C418H,4,Return,2505,162,6.07424072
2022,S08000031,C418H,5,Return,3193,174,5.167805168
2022,S08000031,C418H,,Return,10,0,0
2022,S08000031,C418H,1,Return,3783,505,11.77705224
2022,S08000031,C418H,2,Return,3593,376,9.473418997
2022,S08000031,C418H,3,Return,2964,223,6.997176028
2022,S08000031,C418H,4,Return,2495,158,5.955522051
2022,S08000031,C418H,5,Return,3263,189,5.475086906
2022,S08000031,C418H,,Return,5,0,0
2023,S08000031,C418H,1,Return,3767,460,10.88242252
2023,S08000031,C418H,2,Return,3544,314,8.138932089
2023,S08000031,C418H,3,Return,2947,184,5.876716704
2023,S08000031,C418H,4,Return,2463,131,5.050115652
2023,S08000031,C418H,5,Return,3169,180,5.374738728
2023,S08000031,C418H,,Return,5,0,0
2023,S08000031,C418H,1,Return,3810,448,10.52137154
2023,S08000031,C418H,2,Return,3489,306,8.063241107
2023,S08000031,C418H,3,Return,2780,223,7.425907426
2023,S08000031,C418H,4,Return,2337,149,5.993563958
2023,S08000031,C418H,5,Return,3081,153,4.730983302
2023,S08000031,C418H,,Return,5,0,0
2023,S08000031,C418H,1,Return,3822,474,11.03351955
2023,S08000031,C418H,2,Return,3419,353,9.358430541
2023,S08000031,C418H,3,Return,2813,215,7.100396301
2023,S08000031,C418H,4,Return,2385,131,5.206677266
2023,S08000031,C418H,5,Return,3196,171,5.078705079
2023,S08000031,C418H,,Return,10,0,0
2023,S08000031,C418H,1,Return,3908,492,11.18181818
2023,S08000031,C418H,2,Return,3639,325,8.198789102
2023,S08000031,C418H,3,Return,2917,248,7.835703002
2023,S08000031,C418H,4,Return,2554,155,5.721668512
2023,S08000031,C418H,5,Return,3246,148,4.360636417
2023,S08000031,C418H,,Return,10,0,0
2024,S08000031,C418H,1,Return,3905,483,11.00729262
2024,S08000031,C418H,2,Return,3635,332,8.369044618
2024,S08000031,C418H,3,Return,2893,218,7.007393121
2024,S08000031,C418H,4,Return,2610,146,5.297532656
2024,S08000031,C418H,5,Return,3364,145,4.132231405
2024,S08000031,C418H,,Return,15,0,0
2024,S08000031,C418H,1,Return,3930,511,11.50641747
2024,S08000031,C418H,2,Return,3579,311,7.994858612
2024,S08000031,C418H,3,Return,2839,214,7.009498854
2024,S08000031,C418H,4,Return,2475,116,4.477035893
2024,S08000031,C418H,5,Return,3380,155,4.384724187
2024,S08000031,C418H,,Return,10,0,0
2024,S08000031,C418H,1,Return,3998,456,10.23798833
2024,S08000031,C418H,2,Return,3634,248,6.388459557
2024,S08000031,C418H,3,Return,3115,195,5.891238671
2024,S08000031,C418H,4,Return,2557,128,4.767225326
2024,S08000031,C418H,5,Return,3444,161,4.466019417
2024,S08000031,C418H,,Return,5,0,0
2019,S08000031,G207H,1,All,9192,1669,15.36690912
2019,S08000031,G207H,2,All,4693,565,10.74553062
2019,S08000031,G207H,3,All,2676,266,9.041468389
2019,S08000031,G207H,4,All,3904,308,7.312440646
2019,S08000031,G207H,5,All,4306,298,6.472632493
2019,S08000031,G207H,,All,5,0,0
2019,S08000031,G207H,1,All,9107,1776,16.31902968
2019,S08000031,G207H,2,All,4660,562,10.76216009
2019,S08000031,G207H,3,All,2783,294,9.554761131
2019,S08000031,G207H,4,All,3892,299,7.134335481
2019,S08000031,G207H,5,All,4180,224,5.086285195
2019,S08000031,G207H,,All,5,0,0
2020,S08000031,G207H,1,All,8165,1535,15.82474227
2020,S08000031,G207H,2,All,4090,484,10.58154788
2020,S08000031,G207H,3,All,2308,254,9.914129586
2020,S08000031,G207H,4,All,3403,228,6.279261911
2020,S08000031,G207H,5,All,3729,240,6.04686319
2020,S08000031,G207H,,All,5,0,0
2020,S08000031,G207H,1,All,2686,433,13.8826547
2020,S08000031,G207H,2,All,1239,108,8.017817372
2020,S08000031,G207H,3,All,746,65,8.014796547
2020,S08000031,G207H,4,All,1030,71,6.448683015
2020,S08000031,G207H,5,All,1157,57,4.695222405
2020,S08000031,G207H,,All,0,0,0
2020,S08000031,G207H,1,All,6083,1061,14.85162374
2020,S08000031,G207H,2,All,3105,313,9.157401989
2020,S08000031,G207H,3,All,1855,178,8.755533694
2020,S08000031,G207H,4,All,2458,205,7.698084867
2020,S08000031,G207H,5,All,2762,198,6.689189189
2020,S08000031,G207H,,All,0,0,0
2020,S08000031,G207H,1,All,6945,1283,15.59309674
2020,S08000031,G207H,2,All,3556,475,11.78367651
2020,S08000031,G207H,3,All,2168,244,10.11608624
2020,S08000031,G207H,4,All,2863,248,7.971713275
2020,S08000031,G207H,5,All,3064,199,6.098682194
2020,S08000031,G207H,,All,0,5,0
2021,S08000031,G207H,1,All,7411,1401,15.8987744
2021,S08000031,G207H,2,All,3845,589,13.28371673
2021,S08000031,G207H,3,All,2214,275,11.0486139
2021,S08000031,G207H,4,All,3061,286,8.544965641
2021,S08000031,G207H,5,All,3177,272,7.886343868
2021,S08000031,G207H,,All,0,0,0
2021,S08000031,G207H,1,All,7234,1371,15.93259733
2021,S08000031,G207H,2,All,3761,479,11.29716981
2021,S08000031,G207H,3,All,2203,306,12.19609406
2021,S08000031,G207H,4,All,2985,280,8.575803982
2021,S08000031,G207H,5,All,3239,262,7.483576121
2021,S08000031,G207H,,All,5,0,0
2021,S08000031,G207H,1,All,7142,1334,15.73855592
2021,S08000031,G207H,2,All,3548,453,11.32216946
2021,S08000031,G207H,3,All,2087,274,11.60525201
2021,S08000031,G207H,4,All,3013,271,8.252131547
2021,S08000031,G207H,5,All,3157,260,7.609013755
2021,S08000031,G207H,,All,0,0,0
2021,S08000031,G207H,1,All,7359,1495,16.88502372
2021,S08000031,G207H,2,All,3871,538,12.20231345
2021,S08000031,G207H,3,All,2261,255,10.13513514
2021,S08000031,G207H,4,All,3201,305,8.699372504
2021,S08000031,G207H,5,All,3351,255,7.071547421
2021,S08000031,G207H,,All,5,0,0
2022,S08000031,G207H,1,All,8070,1410,14.87341772
2022,S08000031,G207H,2,All,4056,433,9.645800847
2022,S08000031,G207H,3,All,2437,240,8.965259619
2022,S08000031,G207H,4,All,3367,256,7.06596743
2022,S08000031,G207H,5,All,3490,202,5.471289274
2022,S08000031,G207H,,All,5,5,50
2022,S08000031,G207H,1,All,7561,1225,13.94263601
2022,S08000031,G207H,2,All,3852,469,10.85396899
2022,S08000031,G207H,3,All,2134,212,9.036658142
2022,S08000031,G207H,4,All,2992,238,7.368421053
2022,S08000031,G207H,5,All,3187,183,5.430267062
2022,S08000031,G207H,,All,5,5,50
2022,S08000031,G207H,1,All,7640,1304,14.57960644
2022,S08000031,G207H,2,All,3822,473,11.01280559
2022,S08000031,G207H,3,All,2327,227,8.888018794
2022,S08000031,G207H,4,All,3272,214,6.138841079
2022,S08000031,G207H,5,All,3347,199,5.611957135
2022,S08000031,G207H,,All,0,5,0
2022,S08000031,G207H,1,All,7594,1388,15.45312848
2022,S08000031,G207H,2,All,3845,503,11.56853726
2022,S08000031,G207H,3,All,2321,220,8.658008658
2022,S08000031,G207H,4,All,3124,245,7.272187593
2022,S08000031,G207H,5,All,3385,197,5.499720826
2022,S08000031,G207H,,All,5,0,0
2023,S08000031,G207H,1,All,8533,1382,13.93847705
2023,S08000031,G207H,2,All,4347,444,9.267376331
2023,S08000031,G207H,3,All,2580,263,9.250791418
2023,S08000031,G207H,4,All,3560,295,7.652399481
2023,S08000031,G207H,5,All,3837,222,5.469327421
2023,S08000031,G207H,,All,5,0,0
2023,S08000031,G207H,1,All,7716,1251,13.95115423
2023,S08000031,G207H,2,All,3897,446,10.26939903
2023,S08000031,G207H,3,All,2430,247,9.226746358
2023,S08000031,G207H,4,All,3234,248,7.122343481
2023,S08000031,G207H,5,All,3356,186,5.251270469
2023,S08000031,G207H,,All,5,0,0
2023,S08000031,G207H,1,All,7720,1247,13.90654623
2023,S08000031,G207H,2,All,3985,404,9.204830257
2023,S08000031,G207H,3,All,2410,225,8.538899431
2023,S08000031,G207H,4,All,3306,250,7.030371204
2023,S08000031,G207H,5,All,3427,208,5.722145805
2023,S08000031,G207H,,All,5,5,50
2023,S08000031,G207H,1,All,7602,1271,14.32435478
2023,S08000031,G207H,2,All,4012,420,9.476534296
2023,S08000031,G207H,3,All,2373,213,8.236658933
2023,S08000031,G207H,4,All,3383,223,6.184137549
2023,S08000031,G207H,5,All,3562,183,4.886515354
2023,S08000031,G207H,,All,0,0,0
2024,S08000031,G207H,1,All,7831,1281,14.05838455
2024,S08000031,G207H,2,All,4084,399,8.900289984
2024,S08000031,G207H,3,All,2425,237,8.903080391
2024,S08000031,G207H,4,All,3483,195,5.301794454
2024,S08000031,G207H,5,All,3506,191,5.166351095
2024,S08000031,G207H,,All,0,0,0
2024,S08000031,G207H,1,All,7571,1169,13.37528604
2024,S08000031,G207H,2,All,3896,378,8.844174076
2024,S08000031,G207H,3,All,2365,172,6.779661017
2024,S08000031,G207H,4,All,3263,195,5.639097744
2024,S08000031,G207H,5,All,3311,173,4.965556831
2024,S08000031,G207H,1,All,7455,1183,13.69529984
2024,S08000031,G207H,2,All,3745,328,8.053032163
2024,S08000031,G207H,3,All,2262,183,7.484662577
2024,S08000031,G207H,4,All,3279,190,5.477082733
2024,S08000031,G207H,5,All,3476,174,4.767123288
2024,S08000031,G207H,,All,5,5,50
2019,S08000031,G207H,1,New,3347,461,12.10609244
2019,S08000031,G207H,2,New,1623,152,8.563380282
2019,S08000031,G207H,3,New,958,68,6.627680312
2019,S08000031,G207H,4,New,1376,72,4.972375691
2019,S08000031,G207H,5,New,1522,79,4.93441599
2019,S08000031,G207H,,New,5,0,0
2019,S08000031,G207H,1,New,3395,500,12.83697047
2019,S08000031,G207H,2,New,1688,177,9.490616622
2019,S08000031,G207H,3,New,1007,81,7.444852941
2019,S08000031,G207H,4,New,1424,79,5.256154358
2019,S08000031,G207H,5,New,1514,63,3.994927077
2019,S08000031,G207H,,New,0,0,0
2020,S08000031,G207H,1,New,2823,388,12.0834631
2020,S08000031,G207H,2,New,1408,131,8.512020793
2020,S08000031,G207H,3,New,790,77,8.881199539
2020,S08000031,G207H,4,New,1167,51,4.187192118
2020,S08000031,G207H,5,New,1227,66,5.104408353
2020,S08000031,G207H,,New,0,0,0
2020,S08000031,G207H,1,New,971,116,10.67157314
2020,S08000031,G207H,2,New,459,30,6.134969325
2020,S08000031,G207H,3,New,304,21,6.461538462
2020,S08000031,G207H,4,New,392,21,5.084745763
2020,S08000031,G207H,5,New,475,20,4.04040404
2020,S08000031,G207H,1,New,1779,224,11.18322516
2020,S08000031,G207H,2,New,836,77,8.43373494
2020,S08000031,G207H,3,New,551,50,8.319467554
2020,S08000031,G207H,4,New,671,50,6.93481276
2020,S08000031,G207H,5,New,797,41,4.892601432
2020,S08000031,G207H,1,New,2090,342,14.0625
2020,S08000031,G207H,2,New,1003,122,10.84444444
2020,S08000031,G207H,3,New,666,64,8.767123288
2020,S08000031,G207H,4,New,831,65,7.254464286
2020,S08000031,G207H,5,New,905,51,5.334728033
2020,S08000031,G207H,,New,0,0,0
2021,S08000031,G207H,1,New,2346,401,14.59774299
2021,S08000031,G207H,2,New,1244,161,11.45907473
2021,S08000031,G207H,3,New,721,60,7.682458387
2021,S08000031,G207H,4,New,925,65,6.565656566
2021,S08000031,G207H,5,New,1021,64,5.898617512
2021,S08000031,G207H,1,New,2243,337,13.0620155
2021,S08000031,G207H,2,New,1133,107,8.629032258
2021,S08000031,G207H,3,New,700,78,10.02570694
2021,S08000031,G207H,4,New,922,62,6.300813008
2021,S08000031,G207H,5,New,965,65,6.310679612
2021,S08000031,G207H,,New,0,0,0
2021,S08000031,G207H,1,New,2248,338,13.07037896
2021,S08000031,G207H,2,New,1107,99,8.208955224
2021,S08000031,G207H,3,New,686,73,9.617918314
2021,S08000031,G207H,4,New,963,75,7.225433526
2021,S08000031,G207H,5,New,981,60,5.763688761
2021,S08000031,G207H,1,New,2440,448,15.51246537
2021,S08000031,G207H,2,New,1238,159,11.38153185
2021,S08000031,G207H,3,New,812,84,9.375
2021,S08000031,G207H,4,New,1081,83,7.130584192
2021,S08000031,G207H,5,New,1144,67,5.532617671
2021,S08000031,G207H,,New,0,0,0
2022,S08000031,G207H,1,New,2600,457,14.9492967
2022,S08000031,G207H,2,New,1347,142,9.536601746
2022,S08000031,G207H,3,New,819,83,9.201773836
2022,S08000031,G207H,4,New,1048,64,5.755395683
2022,S08000031,G207H,5,New,1179,55,4.457050243
2022,S08000031,G207H,,New,0,0,0
2022,S08000031,G207H,1,New,2366,341,12.59697082
2022,S08000031,G207H,2,New,1246,136,9.84081042
2022,S08000031,G207H,3,New,697,67,8.769633508
2022,S08000031,G207H,4,New,1011,63,5.865921788
2022,S08000031,G207H,5,New,1080,46,4.085257549
2022,S08000031,G207H,,New,0,0,0
2022,S08000031,G207H,1,New,2511,377,13.05401662
2022,S08000031,G207H,2,New,1269,153,10.75949367
2022,S08000031,G207H,3,New,825,80,8.839779006
2022,S08000031,G207H,4,New,1090,67,5.790838375
2022,S08000031,G207H,5,New,1124,65,5.466778806
2022,S08000031,G207H,,New,0,0,0
2022,S08000031,G207H,1,New,2507,407,13.96705559
2022,S08000031,G207H,2,New,1289,158,10.91914305
2022,S08000031,G207H,3,New,850,69,7.508161045
2022,S08000031,G207H,4,New,1050,81,7.161803714
2022,S08000031,G207H,5,New,1159,54,4.451772465
2022,S08000031,G207H,,New,0,0,0
2023,S08000031,G207H,1,New,2951,447,13.15479694
2023,S08000031,G207H,2,New,1533,164,9.664113141
2023,S08000031,G207H,3,New,1006,90,8.211678832
2023,S08000031,G207H,4,New,1275,72,5.345211581
2023,S08000031,G207H,5,New,1419,64,4.315576534
2023,S08000031,G207H,,New,0,0,0
2023,S08000031,G207H,1,New,2766,365,11.65761737
2023,S08000031,G207H,2,New,1341,146,9.818426362
2023,S08000031,G207H,3,New,895,69,7.157676349
2023,S08000031,G207H,4,New,1146,79,6.448979592
2023,S08000031,G207H,5,New,1288,63,4.663212435
2023,S08000031,G207H,,New,0,0,0
2023,S08000031,G207H,1,New,2807,377,11.84045226
2023,S08000031,G207H,2,New,1422,128,8.258064516
2023,S08000031,G207H,3,New,953,74,7.205452775
2023,S08000031,G207H,4,New,1169,75,6.028938907
2023,S08000031,G207H,5,New,1283,62,4.609665428
2023,S08000031,G207H,,New,0,0,0
2023,S08000031,G207H,1,New,2639,367,12.2089155
2023,S08000031,G207H,2,New,1447,133,8.417721519
2023,S08000031,G207H,3,New,856,69,7.459459459
2023,S08000031,G207H,4,New,1255,71,5.354449472
2023,S08000031,G207H,5,New,1331,59,4.244604317
2024,S08000031,G207H,1,New,2758,356,11.43224149
2024,S08000031,G207H,2,New,1439,109,7.041343669
2024,S08000031,G207H,3,New,878,66,6.991525424
2024,S08000031,G207H,4,New,1232,43,3.37254902
2024,S08000031,G207H,5,New,1296,50,3.714710253
2024,S08000031,G207H,,New,0,0,0
2024,S08000031,G207H,1,New,2449,331,11.90647482
2024,S08000031,G207H,2,New,1298,113,8.008504607
2024,S08000031,G207H,3,New,815,32,3.778040142
2024,S08000031,G207H,4,New,1096,54,4.695652174
2024,S08000031,G207H,5,New,1127,48,4.085106383
2024,S08000031,G207H,1,New,2522,349,12.15604319
2024,S08000031,G207H,2,New,1346,98,6.786703601
2024,S08000031,G207H,3,New,816,51,5.882352941
2024,S08000031,G207H,4,New,1139,65,5.398671096
2024,S08000031,G207H,5,New,1284,63,4.677060134
2024,S08000031,G207H,,New,0,0,0
2019,S08000031,G207H,1,Return,5845,1208,17.12746349
2019,S08000031,G207H,2,Return,3070,413,11.85759403
2019,S08000031,G207H,3,Return,1718,198,10.33402923
2019,S08000031,G207H,4,Return,2528,236,8.538350217
2019,S08000031,G207H,5,Return,2784,219,7.292707293
2019,S08000031,G207H,,Return,0,0,0
2019,S08000031,G207H,1,Return,5712,1276,18.25987407
2019,S08000031,G207H,2,Return,2972,385,11.46857313
2019,S08000031,G207H,3,Return,1776,213,10.70889894
2019,S08000031,G207H,4,Return,2468,220,8.18452381
2019,S08000031,G207H,5,Return,2666,161,5.695083127
2019,S08000031,G207H,,Return,5,0,0
2020,S08000031,G207H,1,Return,5342,1147,17.67606719
2020,S08000031,G207H,2,Return,2682,353,11.63097199
2020,S08000031,G207H,3,Return,1518,177,10.44247788
2020,S08000031,G207H,4,Return,2236,177,7.335267302
2020,S08000031,G207H,5,Return,2502,174,6.502242152
2020,S08000031,G207H,,Return,5,0,0
2020,S08000031,G207H,1,Return,1715,317,15.6003937
2020,S08000031,G207H,2,Return,780,78,9.090909091
2020,S08000031,G207H,3,Return,442,44,9.053497942
2020,S08000031,G207H,4,Return,638,50,7.26744186
2020,S08000031,G207H,5,Return,682,37,5.146036161
2020,S08000031,G207H,,Return,0,0,0
2020,S08000031,G207H,1,Return,4304,837,16.28087921
2020,S08000031,G207H,2,Return,2269,236,9.421157685
2020,S08000031,G207H,3,Return,1304,128,8.938547486
2020,S08000031,G207H,4,Return,1787,155,7.98146241
2020,S08000031,G207H,5,Return,1965,157,7.39868049
2020,S08000031,G207H,,Return,0,0,0
2020,S08000031,G207H,1,Return,4855,941,16.23533471
2020,S08000031,G207H,2,Return,2553,353,12.14728149
2020,S08000031,G207H,3,Return,1502,180,10.70154578
2020,S08000031,G207H,4,Return,2032,183,8.261851016
2020,S08000031,G207H,5,Return,2159,148,6.415257911
2020,S08000031,G207H,,Return,0,5,0
2021,S08000031,G207H,1,Return,5065,1000,16.48804617
2021,S08000031,G207H,2,Return,2601,428,14.13007593
2021,S08000031,G207H,3,Return,1493,215,12.58782201
2021,S08000031,G207H,4,Return,2136,221,9.376325838
2021,S08000031,G207H,5,Return,2156,208,8.798646362
2021,S08000031,G207H,,Return,0,0,0
2021,S08000031,G207H,1,Return,4991,1034,17.16182573
2021,S08000031,G207H,2,Return,2628,372,12.4
2021,S08000031,G207H,3,Return,1503,228,13.17157712
2021,S08000031,G207H,4,Return,2063,218,9.557211749
2021,S08000031,G207H,5,Return,2274,197,7.972480777
2021,S08000031,G207H,,Return,0,0,0
2021,S08000031,G207H,1,Return,4894,996,16.91001698
2021,S08000031,G207H,2,Return,2441,354,12.66547406
2021,S08000031,G207H,3,Return,1401,201,12.54681648
2021,S08000031,G207H,4,Return,2050,196,8.726625111
2021,S08000031,G207H,5,Return,2176,200,8.417508418
2021,S08000031,G207H,,Return,0,0,0
2021,S08000031,G207H,1,Return,4919,1047,17.54944687
2021,S08000031,G207H,2,Return,2633,379,12.58300133
2021,S08000031,G207H,3,Return,1449,171,10.55555556
2021,S08000031,G207H,4,Return,2120,222,9.479077711
2021,S08000031,G207H,5,Return,2207,188,7.849686848
2021,S08000031,G207H,,Return,0,0,0
2022,S08000031,G207H,1,Return,5470,953,14.83730344
2022,S08000031,G207H,2,Return,2709,291,9.7
2022,S08000031,G207H,3,Return,1618,157,8.845070423
2022,S08000031,G207H,4,Return,2319,192,7.646356033
2022,S08000031,G207H,5,Return,2311,147,5.980471928
2022,S08000031,G207H,,Return,0,5,0
2022,S08000031,G207H,1,Return,5195,884,14.54186544
2022,S08000031,G207H,2,Return,2606,333,11.33038448
2022,S08000031,G207H,3,Return,1437,145,9.165613148
2022,S08000031,G207H,4,Return,1981,175,8.116883117
2022,S08000031,G207H,5,Return,2107,137,6.10516934
2022,S08000031,G207H,,Return,5,5,50
2022,S08000031,G207H,1,Return,5129,927,15.30713342
2022,S08000031,G207H,2,Return,2553,320,11.13818308
2022,S08000031,G207H,3,Return,1502,147,8.914493633
2022,S08000031,G207H,4,Return,2182,147,6.311721769
2022,S08000031,G207H,5,Return,2223,134,5.685193042
2022,S08000031,G207H,,Return,0,0,0
2022,S08000031,G207H,1,Return,5087,981,16.16677653
2022,S08000031,G207H,2,Return,2556,345,11.89245088
2022,S08000031,G207H,3,Return,1471,151,9.309494451
2022,S08000031,G207H,4,Return,2074,164,7.327971403
2022,S08000031,G207H,5,Return,2226,143,6.036302237
2022,S08000031,G207H,,Return,5,0,0
2023,S08000031,G207H,1,Return,5582,935,14.34709222
2023,S08000031,G207H,2,Return,2814,280,9.049773756
2023,S08000031,G207H,3,Return,1574,173,9.902690326
2023,S08000031,G207H,4,Return,2285,223,8.891547049
2023,S08000031,G207H,5,Return,2418,158,6.133540373
2023,S08000031,G207H,,Return,5,0,0
2023,S08000031,G207H,1,Return,4950,886,15.18163125
2023,S08000031,G207H,2,Return,2556,300,10.50420168
2023,S08000031,G207H,3,Return,1535,178,10.39112668
2023,S08000031,G207H,4,Return,2088,169,7.487815685
2023,S08000031,G207H,5,Return,2068,123,5.613874943
2023,S08000031,G207H,,Return,5,0,0
2023,S08000031,G207H,1,Return,4913,870,15.04409476
2023,S08000031,G207H,2,Return,2563,276,9.721733005
2023,S08000031,G207H,3,Return,1457,151,9.390547264
2023,S08000031,G207H,4,Return,2137,175,7.569204152
2023,S08000031,G207H,5,Return,2144,146,6.375545852
2023,S08000031,G207H,,Return,5,5,50
2023,S08000031,G207H,1,Return,4963,904,15.40821544
2023,S08000031,G207H,2,Return,2565,287,10.0631136
2023,S08000031,G207H,3,Return,1517,144,8.669476219
2023,S08000031,G207H,4,Return,2128,152,6.666666667
2023,S08000031,G207H,5,Return,2231,124,5.265392781
2023,S08000031,G207H,,Return,0,0,0
2024,S08000031,G207H,1,Return,5073,925,15.42180727
2024,S08000031,G207H,2,Return,2645,290,9.880749574
2024,S08000031,G207H,3,Return,1547,171,9.953434226
2024,S08000031,G207H,4,Return,2251,152,6.32542655
2024,S08000031,G207H,5,Return,2210,141,5.997447895
2024,S08000031,G207H,,Return,0,0,0
2024,S08000031,G207H,1,Return,5122,838,14.06040268
2024,S08000031,G207H,2,Return,2598,265,9.256025148
2024,S08000031,G207H,3,Return,1550,140,8.284023669
2024,S08000031,G207H,4,Return,2167,141,6.109185442
2024,S08000031,G207H,5,Return,2184,125,5.413598961
2024,S08000031,G207H,1,Return,4933,834,14.46159182
2024,S08000031,G207H,2,Return,2399,230,8.748573602
2024,S08000031,G207H,3,Return,1446,132,8.365019011
2024,S08000031,G207H,4,Return,2140,125,5.518763797
2024,S08000031,G207H,5,Return,2192,111,4.819800261
2024,S08000031,G207H,,Return,5,5,50
2019,S08000031,C206H,1,All,2102,357,14.51809679
2019,S08000031,C206H,2,All,1753,249,12.43756244
2019,S08000031,C206H,3,All,1668,192,10.32258065
2019,S08000031,C206H,4,All,1614,141,8.034188034
2019,S08000031,C206H,5,All,1294,116,8.226950355
2019,S08000031,C206H,,All,0,5,0
2019,S08000031,C206H,1,All,2076,343,14.17941298
2019,S08000031,C206H,2,All,1819,203,10.03956479
2019,S08000031,C206H,3,All,1624,139,7.884288145
2019,S08000031,C206H,4,All,1651,119,6.723163842
2019,S08000031,C206H,5,All,1216,93,7.104660046
2019,S08000031,C206H,,All,0,0,0
2020,S08000031,C206H,1,All,2012,313,13.46236559
2020,S08000031,C206H,2,All,1784,168,8.606557377
2020,S08000031,C206H,3,All,1464,148,9.181141439
2020,S08000031,C206H,4,All,1586,130,7.575757576
2020,S08000031,C206H,5,All,1171,88,6.989674345
2020,S08000031,C206H,,All,0,0,0
2020,S08000031,C206H,1,All,824,85,9.350935094
2020,S08000031,C206H,2,All,734,58,7.323232323
2020,S08000031,C206H,3,All,659,38,5.451936872
2020,S08000031,C206H,4,All,622,43,6.466165414
2020,S08000031,C206H,5,All,499,19,3.667953668
2020,S08000031,C206H,,All,0,0,0
2020,S08000031,C206H,1,All,1181,169,12.51851852
2020,S08000031,C206H,2,All,1093,108,8.992506245
2020,S08000031,C206H,3,All,976,81,7.663197729
2020,S08000031,C206H,4,All,940,64,6.374501992
2020,S08000031,C206H,5,All,638,35,5.200594354
2020,S08000031,C206H,,All,5,0,0
2020,S08000031,C206H,1,All,1371,206,13.06277743
2020,S08000031,C206H,2,All,1231,167,11.94563662
2020,S08000031,C206H,3,All,1122,105,8.557457213
2020,S08000031,C206H,4,All,1018,90,8.122743682
2020,S08000031,C206H,5,All,772,70,8.313539192
2020,S08000031,C206H,,All,0,0,0
2021,S08000031,C206H,1,All,1698,216,11.28526646
2021,S08000031,C206H,2,All,1539,154,9.096278795
2021,S08000031,C206H,3,All,1350,99,6.832298137
2021,S08000031,C206H,4,All,1321,82,5.844618674
2021,S08000031,C206H,5,All,1043,71,6.373429084
2021,S08000031,C206H,,All,0,0,0
2021,S08000031,C206H,1,All,1568,225,12.54880089
