Year,HB,Location,SIMD,AppointmentType,Attendances,DNAAppointments,DNARate
2019,S08000015,A101H,3,All,21,5,19.23076923
2019,S08000015,A101H,4,All,42,0,0
2019,S08000015,A101H,3,All,26,0,0
2019,S08000015,A101H,4,All,37,5,11.9047619
2020,S08000015,A101H,1,All,0,0,0
2020,S08000015,A101H,3,All,22,0,0
2020,S08000015,A101H,4,All,48,5,9.433962264
2020,S08000015,A101H,3,All,5,0,0
2020,S08000015,A101H,4,All,25,0,0
2020,S08000015,A101H,3,All,10,0,0
2020,S08000015,A101H,4,All,25,5,16.66666667
2020,S08000015,A101H,1,All,0,0,0
2020,S08000015,A101H,3,All,11,0,0
2020,S08000015,A101H,4,All,22,0,0
2021,S08000015,A101H,3,All,22,0,0
2021,S08000015,A101H,4,All,46,0,0
2021,S08000015,A101H,3,All,19,0,0
2021,S08000015,A101H,4,All,31,5,13.88888889
2021,S08000015,A101H,,All,0,0,0
2021,S08000015,A101H,3,All,19,5,20.83333333
2021,S08000015,A101H,4,All,37,5,11.9047619
2021,S08000015,A101H,1,All,0,0,0
2021,S08000015,A101H,3,All,16,5,23.80952381
2021,S08000015,A101H,4,All,25,5,16.66666667
2022,S08000015,A101H,3,All,12,0,0
2022,S08000015,A101H,4,All,28,5,15.15151515
2022,S08000015,A101H,3,All,26,0,0
2022,S08000015,A101H,4,All,31,5,13.88888889
2022,S08000015,A101H,3,All,18,0,0
2022,S08000015,A101H,4,All,37,10,21.27659574
2022,S08000015,A101H,3,All,13,5,27.77777778
2022,S08000015,A101H,4,All,22,5,18.51851852
2022,S08000015,A101H,1,All,0,0,0
2023,S08000015,A101H,3,All,13,0,0
2023,S08000015,A101H,4,All,19,5,20.83333333
2023,S08000015,A101H,3,All,13,5,27.77777778
2023,S08000015,A101H,4,All,21,0,0
2023,S08000015,A101H,3,All,13,0,0
2023,S08000015,A101H,4,All,21,5,19.23076923
2023,S08000015,A101H,3,All,17,0,0
2023,S08000015,A101H,4,All,28,5,15.15151515
2024,S08000015,A101H,3,All,17,5,22.72727273
2024,S08000015,A101H,4,All,20,0,0
2024,S08000015,A101H,1,All,0,0,0
2024,S08000015,A101H,3,All,31,0,0
2024,S08000015,A101H,4,All,39,0,0
2024,S08000015,A101H,3,All,26,0,0
2024,S08000015,A101H,4,All,32,0,0
2019,S08000015,A101H,3,New,5,0,0
2019,S08000015,A101H,4,New,14,0,0
2019,S08000015,A101H,3,New,5,0,0
2019,S08000015,A101H,4,New,10,0,0
2020,S08000015,A101H,3,New,5,0,0
2020,S08000015,A101H,4,New,10,0,0
2020,S08000015,A101H,3,New,0,0,0
2020,S08000015,A101H,4,New,0,0,0
2020,S08000015,A101H,3,New,0,0,0
2020,S08000015,A101H,4,New,0,0,0
2020,S08000015,A101H,1,New,0,0,0
2020,S08000015,A101H,3,New,5,0,0
2020,S08000015,A101H,4,New,0,0,0
2021,S08000015,A101H,3,New,5,0,0
2021,S08000015,A101H,4,New,5,0,0
2021,S08000015,A101H,3,New,0,0,0
2021,S08000015,A101H,4,New,5,0,0
2021,S08000015,A101H,3,New,5,5,50
2021,S08000015,A101H,4,New,0,0,0
2021,S08000015,A101H,3,New,5,0,0
2021,S08000015,A101H,4,New,5,0,0
2022,S08000015,A101H,3,New,5,0,0
2022,S08000015,A101H,4,New,5,0,0
2022,S08000015,A101H,3,New,5,0,0
2022,S08000015,A101H,4,New,5,0,0
2022,S08000015,A101H,3,New,5,0,0
2022,S08000015,A101H,4,New,10,0,0
2022,S08000015,A101H,3,New,5,0,0
2022,S08000015,A101H,4,New,0,0,0
2023,S08000015,A101H,3,New,5,0,0
2023,S08000015,A101H,4,New,0,0,0
2023,S08000015,A101H,3,New,5,0,0
2023,S08000015,A101H,4,New,5,0,0
2023,S08000015,A101H,3,New,5,0,0
2023,S08000015,A101H,4,New,5,0,0
2023,S08000015,A101H,3,New,5,0,0
2023,S08000015,A101H,4,New,10,0,0
2024,S08000015,A101H,3,New,5,5,50
2024,S08000015,A101H,4,New,5,0,0
2024,S08000015,A101H,1,New,0,0,0
2024,S08000015,A101H,3,New,14,0,0
2024,S08000015,A101H,4,New,15,0,0
2024,S08000015,A101H,3,New,11,0,0
2024,S08000015,A101H,4,New,17,0,0
2019,S08000015,A101H,3,Return,15,5,25
2019,S08000015,A101H,4,Return,28,0,0
2019,S08000015,A101H,3,Return,20,0,0
2019,S08000015,A101H,4,Return,27,5,15.625
2020,S08000015,A101H,1,Return,0,0,0
2020,S08000015,A101H,3,Return,15,0,0
2020,S08000015,A101H,4,Return,40,5,11.11111111
2020,S08000015,A101H,3,Return,5,0,0
2020,S08000015,A101H,4,Return,25,0,0
2020,S08000015,A101H,3,Return,5,0,0
2020,S08000015,A101H,4,Return,25,5,16.66666667
2020,S08000015,A101H,3,Return,10,0,0
2020,S08000015,A101H,4,Return,20,0,0
2021,S08000015,A101H,3,Return,20,0,0
2021,S08000015,A101H,4,Return,40,0,0
2021,S08000015,A101H,3,Return,15,0,0
2021,S08000015,A101H,4,Return,25,5,16.66666667
2021,S08000015,A101H,,Return,0,0,0
2021,S08000015,A101H,3,Return,15,0,0
2021,S08000015,A101H,4,Return,35,5,12.5
2021,S08000015,A101H,1,Return,0,0,0
2021,S08000015,A101H,3,Return,10,5,33.33333333
2021,S08000015,A101H,4,Return,20,5,20
2022,S08000015,A101H,3,Return,10,0,0
2022,S08000015,A101H,4,Return,25,5,16.66666667
2022,S08000015,A101H,3,Return,20,0,0
2022,S08000015,A101H,4,Return,25,5,16.66666667
2022,S08000015,A101H,3,Return,15,0,0
2022,S08000015,A101H,4,Return,27,5,15.625
2022,S08000015,A101H,3,Return,10,5,33.33333333
2022,S08000015,A101H,4,Return,20,5,20
2022,S08000015,A101H,1,Return,0,0,0
2023,S08000015,A101H,3,Return,10,0,0
2023,S08000015,A101H,4,Return,15,5,25
2023,S08000015,A101H,3,Return,10,5,33.33333333
2023,S08000015,A101H,4,Return,15,0,0
2023,S08000015,A101H,3,Return,10,0,0
2023,S08000015,A101H,4,Return,20,5,20
2023,S08000015,A101H,3,Return,10,0,0
2023,S08000015,A101H,4,Return,20,5,20
2024,S08000015,A101H,3,Return,10,0,0
2024,S08000015,A101H,4,Return,15,0,0
2024,S08000015,A101H,3,Return,17,0,0
2024,S08000015,A101H,4,Return,24,0,0
2024,S08000015,A101H,3,Return,15,0,0
2024,S08000015,A101H,4,Return,15,0,0
2019,S08000015,S08000015,1,All,21922,3413,13.47148214
2019,S08000015,S08000015,2,All,16036,1726,9.71737417
2019,S08000015,S08000015,3,All,12334,988,7.416303858
2019,S08000015,S08000015,4,All,10161,672,6.203267793
2019,S08000015,S08000015,5,All,8222,405,4.694563579
2019,S08000015,S08000015,,All,24,5,17.24137931
2019,S08000015,S08000015,1,All,22764,3516,13.37899543
2019,S08000015,S08000015,2,All,16507,1769,9.67936091
2019,S08000015,S08000015,3,All,12656,1089,7.922881048
2019,S08000015,S08000015,4,All,10558,660,5.883401676
2019,S08000015,S08000015,5,All,8688,422,4.632272228
2019,S08000015,S08000015,,All,23,10,30.3030303
2020,S08000015,S08000015,1,All,20358,3076,13.12622685
2020,S08000015,S08000015,2,All,14934,1613,9.747990572
2020,S08000015,S08000015,3,All,11326,912,7.452198072
2020,S08000015,S08000015,4,All,9517,591,5.846853977
2020,S08000015,S08000015,5,All,7670,370,4.60199005
2020,S08000015,S08000015,,All,10,0,0
2020,S08000015,S08000015,1,All,9822,1250,11.28973988
2020,S08000015,S08000015,2,All,6533,607,8.50140056
2020,S08000015,S08000015,3,All,5022,331,6.183448534
2020,S08000015,S08000015,4,All,4158,212,4.851258581
2020,S08000015,S08000015,5,All,3397,129,3.658536585
2020,S08000015,S08000015,,All,5,0,0
2020,S08000015,S08000015,1,All,13696,1962,12.53033593
2020,S08000015,S08000015,2,All,9734,1070,9.903739356
2020,S08000015,S08000015,3,All,7430,591,7.368158584
2020,S08000015,S08000015,4,All,6048,393,6.101537028
2020,S08000015,S08000015,5,All,4848,256,5.015673981
2020,S08000015,S08000015,,All,13,5,27.77777778
2020,S08000015,S08000015,1,All,15239,2314,13.18293169
2020,S08000015,S08000015,2,All,11173,1314,10.52294386
2020,S08000015,S08000015,3,All,8735,788,8.27470335
2020,S08000015,S08000015,4,All,7169,507,6.605002606
2020,S08000015,S08000015,5,All,5699,336,5.567522784
2020,S08000015,S08000015,,All,14,5,26.31578947
2021,S08000015,S08000015,1,All,16116,2400,12.9617628
2021,S08000015,S08000015,2,All,11833,1266,9.664859913
2021,S08000015,S08000015,3,All,9212,722,7.267968593
2021,S08000015,S08000015,4,All,7531,465,5.815407704
2021,S08000015,S08000015,5,All,6087,288,4.517647059
2021,S08000015,S08000015,,All,11,0,0
2021,S08000015,S08000015,1,All,17439,2538,12.7046103
2021,S08000015,S08000015,2,All,13010,1390,9.652777778
2021,S08000015,S08000015,3,All,10048,830,7.630079059
2021,S08000015,S08000015,4,All,8303,505,5.73342416
2021,S08000015,S08000015,5,All,6718,347,4.91153574
2021,S08000015,S08000015,,All,10,5,33.33333333
2021,S08000015,S08000015,1,All,17184,2829,14.13581172
2021,S08000015,S08000015,2,All,12758,1428,10.06626251
2021,S08000015,S08000015,3,All,10222,976,8.715842115
2021,S08000015,S08000015,4,All,8339,630,7.024194448
2021,S08000015,S08000015,5,All,6825,431,5.939911797
2021,S08000015,S08000015,,All,26,5,16.12903226
2021,S08000015,S08000015,1,All,18235,3256,15.15052813
2021,S08000015,S08000015,2,All,13654,1782,11.54444157
2021,S08000015,S08000015,3,All,10795,1082,9.110044624
2021,S08000015,S08000015,4,All,8760,707,7.4680469
2021,S08000015,S08000015,5,All,7351,488,6.225283837
2021,S08000015,S08000015,,All,18,5,21.73913043
2022,S08000015,S08000015,1,All,17441,2855,14.06681119
2022,S08000015,S08000015,2,All,12959,1511,10.4422944
2022,S08000015,S08000015,3,All,10251,1039,9.202834367
2022,S08000015,S08000015,4,All,8484,672,7.339449541
2022,S08000015,S08000015,5,All,7058,443,5.905879216
2022,S08000015,S08000015,,All,13,10,43.47826087
2022,S08000015,S08000015,1,All,17974,3042,14.47468595
2022,S08000015,S08000015,2,All,13024,1586,10.85557837
2022,S08000015,S08000015,3,All,10443,1097,9.506065858
2022,S08000015,S08000015,4,All,8638,720,7.693951699
2022,S08000015,S08000015,5,All,7038,478,6.359765833
2022,S08000015,S08000015,,All,19,5,20.83333333
2022,S08000015,S08000015,1,All,18249,3127,14.62855539
2022,S08000015,S08000015,2,All,13426,1660,11.00357948
2022,S08000015,S08000015,3,All,10728,1082,9.16172735
2022,S08000015,S08000015,4,All,9054,666,6.851851852
2022,S08000015,S08000015,5,All,7385,470,5.983450032
2022,S08000015,S08000015,,All,24,0,0
2022,S08000015,S08000015,1,All,18642,3110,14.29753586
2022,S08000015,S08000015,2,All,13668,1766,11.44227031
2022,S08000015,S08000015,3,All,11114,1135,9.266062536
2022,S08000015,S08000015,4,All,9160,735,7.427993936
2022,S08000015,S08000015,5,All,7387,523,6.611883692
2022,S08000015,S08000015,,All,14,0,0
2023,S08000015,S08000015,1,All,18962,2953,13.47478896
2023,S08000015,S08000015,2,All,14170,1703,10.72891073
2023,S08000015,S08000015,3,All,11370,1086,8.718689788
2023,S08000015,S08000015,4,All,9597,689,6.698425044
2023,S08000015,S08000015,5,All,7810,434,5.26443474
2023,S08000015,S08000015,,All,16,0,0
2023,S08000015,S08000015,1,All,17989,2637,12.78483467
2023,S08000015,S08000015,2,All,13597,1530,10.11436504
2023,S08000015,S08000015,3,All,10730,917,7.873272087
2023,S08000015,S08000015,4,All,9027,523,5.476439791
2023,S08000015,S08000015,5,All,7385,392,5.04050405
2023,S08000015,S08000015,,All,15,0,0
2023,S08000015,S08000015,1,All,17887,2563,12.53300733
2023,S08000015,S08000015,2,All,13519,1326,8.932300438
2023,S08000015,S08000015,3,All,10618,856,7.460345128
2023,S08000015,S08000015,4,All,8857,538,5.726450239
2023,S08000015,S08000015,5,All,7085,363,4.873791622
2023,S08000015,S08000015,,All,28,5,15.15151515
2023,S08000015,S08000015,1,All,18378,2772,13.10638298
2023,S08000015,S08000015,2,All,14124,1507,9.641097818
2023,S08000015,S08000015,3,All,11046,910,7.611241218
2023,S08000015,S08000015,4,All,9506,548,5.450566939
2023,S08000015,S08000015,5,All,7474,375,4.777678685
2023,S08000015,S08000015,,All,18,5,21.73913043
2024,S08000015,S08000015,1,All,19573,2744,12.29555944
2024,S08000015,S08000015,2,All,15087,1440,8.713015066
2024,S08000015,S08000015,3,All,12046,934,7.19568567
2024,S08000015,S08000015,4,All,9867,567,5.434157562
2024,S08000015,S08000015,5,All,7941,383,4.601153292
2024,S08000015,S08000015,,All,27,10,27.02702703
2024,S08000015,S08000015,1,All,18014,2520,12.27232882
2024,S08000015,S08000015,2,All,13599,1376,9.188647746
2024,S08000015,S08000015,3,All,10934,759,6.491063029
2024,S08000015,S08000015,4,All,9083,517,5.385416667
2024,S08000015,S08000015,5,All,7159,315,4.21461065
2024,S08000015,S08000015,,All,20,5,20
2024,S08000015,S08000015,1,All,18326,2653,12.64597931
2024,S08000015,S08000015,2,All,13614,1295,8.686028573
2024,S08000015,S08000015,3,All,10995,789,6.695519348
2024,S08000015,S08000015,4,All,8860,520,5.543710021
2024,S08000015,S08000015,5,All,7104,314,4.232946886
2024,S08000015,S08000015,,All,32,5,13.51351351
2019,S08000015,S08000015,1,New,7997,1165,12.71556429
2019,S08000015,S08000015,2,New,5928,560,8.631319359
2019,S08000015,S08000015,3,New,4512,303,6.292834891
2019,S08000015,S08000015,4,New,3742,217,5.481182117
2019,S08000015,S08000015,5,New,3004,127,4.056212073
2019,S08000015,S08000015,,New,13,0,0
2019,S08000015,S08000015,1,New,8640,1209,12.2753579
2019,S08000015,S08000015,2,New,6194,600,8.831321754
2019,S08000015,S08000015,3,New,4763,352,6.88172043
2019,S08000015,S08000015,4,New,3966,226,5.391221374
2019,S08000015,S08000015,5,New,3228,137,4.071322437
2019,S08000015,S08000015,,New,10,5,33.33333333
2020,S08000015,S08000015,1,New,7423,1043,12.31986771
2020,S08000015,S08000015,2,New,5469,496,8.315171836
2020,S08000015,S08000015,3,New,4154,256,5.804988662
2020,S08000015,S08000015,4,New,3605,191,5.031612223
2020,S08000015,S08000015,5,New,2800,105,3.614457831
2020,S08000015,S08000015,,New,5,0,0
2020,S08000015,S08000015,1,New,2793,319,10.25064267
2020,S08000015,S08000015,2,New,1918,128,6.256109482
2020,S08000015,S08000015,3,New,1476,72,4.651162791
2020,S08000015,S08000015,4,New,1284,63,4.677060134
2020,S08000015,S08000015,5,New,1019,37,3.503787879
2020,S08000015,S08000015,,New,0,0,0
2020,S08000015,S08000015,1,New,4009,508,11.24640248
2020,S08000015,S08000015,2,New,2864,278,8.8478676
2020,S08000015,S08000015,3,New,2171,164,7.023554604
2020,S08000015,S08000015,4,New,1818,107,5.558441558
2020,S08000015,S08000015,5,New,1449,76,4.983606557
2020,S08000015,S08000015,,New,10,5,33.33333333
2020,S08000015,S08000015,1,New,4616,661,12.52605647
2020,S08000015,S08000015,2,New,3565,382,9.678236635
2020,S08000015,S08000015,3,New,2669,217,7.519057519
2020,S08000015,S08000015,4,New,2291,119,4.937759336
2020,S08000015,S08000015,5,New,1734,82,4.515418502
2020,S08000015,S08000015,,New,5,0,0
2021,S08000015,S08000015,1,New,5257,635,10.77732519
2021,S08000015,S08000015,2,New,3758,313,7.688528617
2021,S08000015,S08000015,3,New,3019,200,6.213109661
2021,S08000015,S08000015,4,New,2403,110,4.377238361
2021,S08000015,S08000015,5,New,1859,65,3.378378378
2021,S08000015,S08000015,,New,5,0,0
2021,S08000015,S08000015,1,New,6075,825,11.95652174
2021,S08000015,S08000015,2,New,4533,409,8.276001619
2021,S08000015,S08000015,3,New,3530,255,6.737120211
2021,S08000015,S08000015,4,New,2862,144,4.790419162
2021,S08000015,S08000015,5,New,2267,106,4.466919511
2021,S08000015,S08000015,,New,5,0,0
2021,S08000015,S08000015,1,New,6098,930,13.23278315
2021,S08000015,S08000015,2,New,4668,479,9.306392073
2021,S08000015,S08000015,3,New,3708,314,7.807061164
2021,S08000015,S08000015,4,New,2986,187,5.893476205
2021,S08000015,S08000015,5,New,2385,132,5.244338498
2021,S08000015,S08000015,,New,10,0,0
2021,S08000015,S08000015,1,New,7012,1150,14.0896839
2021,S08000015,S08000015,2,New,5137,636,11.01680236
2021,S08000015,S08000015,3,New,4128,400,8.833922261
2021,S08000015,S08000015,4,New,3321,241,6.765861875
2021,S08000015,S08000015,5,New,2658,164,5.811481219
2021,S08000015,S08000015,,New,10,0,0
2022,S08000015,S08000015,1,New,6391,913,12.5
2022,S08000015,S08000015,2,New,4715,460,8.888888889
2022,S08000015,S08000015,3,New,3782,320,7.801072647
2022,S08000015,S08000015,4,New,3116,206,6.201083685
2022,S08000015,S08000015,5,New,2593,116,4.282022887
2022,S08000015,S08000015,,New,5,0,0
2022,S08000015,S08000015,1,New,6666,1012,13.18051576
2022,S08000015,S08000015,2,New,4800,520,9.77443609
2022,S08000015,S08000015,3,New,3912,376,8.768656716
2022,S08000015,S08000015,4,New,3127,232,6.906817505
2022,S08000015,S08000015,5,New,2514,139,5.239351677
2022,S08000015,S08000015,,New,11,0,0
2022,S08000015,S08000015,1,New,6510,954,12.78135048
2022,S08000015,S08000015,2,New,4926,545,9.961615792
2022,S08000015,S08000015,3,New,3948,320,7.497656982
2022,S08000015,S08000015,4,New,3249,186,5.414847162
2022,S08000015,S08000015,5,New,2638,144,5.176132279
2022,S08000015,S08000015,,New,14,0,0
2022,S08000015,S08000015,1,New,6942,981,12.38167361
2022,S08000015,S08000015,2,New,5110,558,9.844742414
2022,S08000015,S08000015,3,New,4096,369,8.264277716
2022,S08000015,S08000015,4,New,3404,232,6.380638064
2022,S08000015,S08000015,5,New,2663,150,5.332385354
2022,S08000015,S08000015,,New,5,0,0
2023,S08000015,S08000015,1,New,7149,807,10.14328808
2023,S08000015,S08000015,2,New,5375,475,8.11965812
2023,S08000015,S08000015,3,New,4393,310,6.591537317
2023,S08000015,S08000015,4,New,3644,189,4.930863553
2023,S08000015,S08000015,5,New,2919,118,3.885413237
2023,S08000015,S08000015,,New,5,0,0
2023,S08000015,S08000015,1,New,6547,795,10.82811223
2023,S08000015,S08000015,2,New,4759,503,9.559103003
2023,S08000015,S08000015,3,New,3857,294,7.082630691
2023,S08000015,S08000015,4,New,3221,148,4.392994954
2023,S08000015,S08000015,5,New,2567,113,4.21641791
2023,S08000015,S08000015,,New,10,0,0
2023,S08000015,S08000015,1,New,6628,816,10.96184847
2023,S08000015,S08000015,2,New,4883,386,7.325868286
2023,S08000015,S08000015,3,New,3862,264,6.398448861
2023,S08000015,S08000015,4,New,3173,168,5.0284346
2023,S08000015,S08000015,5,New,2432,100,3.949447077
2023,S08000015,S08000015,,New,10,0,0
2023,S08000015,S08000015,1,New,6855,901,11.61681279
2023,S08000015,S08000015,2,New,5186,508,8.921671935
2023,S08000015,S08000015,3,New,4062,297,6.813489332
2023,S08000015,S08000015,4,New,3414,164,4.583566238
2023,S08000015,S08000015,5,New,2587,107,3.971789161
2023,S08000015,S08000015,,New,10,0,0
2024,S08000015,S08000015,1,New,7207,938,11.51626765
2024,S08000015,S08000015,2,New,5666,448,7.327445208
2024,S08000015,S08000015,3,New,4434,326,6.848739496
2024,S08000015,S08000015,4,New,3562,190,5.063965885
2024,S08000015,S08000015,5,New,2884,130,4.313205043
2024,S08000015,S08000015,,New,10,0,0
2024,S08000015,S08000015,1,New,6228,842,11.90947666
2024,S08000015,S08000015,2,New,4710,403,7.881869744
2024,S08000015,S08000015,3,New,3726,222,5.623100304
2024,S08000015,S08000015,4,New,3058,160,4.972032318
2024,S08000015,S08000015,5,New,2329,76,3.16008316
2024,S08000015,S08000015,,New,12,0,0
2024,S08000015,S08000015,1,New,6477,885,12.02118989
2024,S08000015,S08000015,2,New,4755,400,7.759456838
2024,S08000015,S08000015,3,New,3747,252,6.301575394
2024,S08000015,S08000015,4,New,3031,159,4.984326019
2024,S08000015,S08000015,5,New,2390,88,3.551251009
2024,S08000015,S08000015,,New,15,5,25
2019,S08000015,S08000015,1,Return,13925,2248,13.89970939
2019,S08000015,S08000015,2,Return,10108,1166,10.3423807
2019,S08000015,S08000015,3,Return,7822,685,8.052192312
2019,S08000015,S08000015,4,Return,6419,455,6.619144603
2019,S08000015,S08000015,5,Return,5218,278,5.058224163
2019,S08000015,S08000015,,Return,11,0,0
2019,S08000015,S08000015,1,Return,14124,2307,14.04053314
2019,S08000015,S08000015,2,Return,10313,1169,10.18115311
2019,S08000015,S08000015,3,Return,7893,737,8.539976825
2019,S08000015,S08000015,4,Return,6592,434,6.177056647
2019,S08000015,S08000015,5,Return,5460,285,4.960835509
2019,S08000015,S08000015,,Return,14,5,26.31578947
2020,S08000015,S08000015,1,Return,12935,2033,13.58230893
2020,S08000015,S08000015,2,Return,9465,1117,10.55566056
2020,S08000015,S08000015,3,Return,7172,656,8.380173735
2020,S08000015,S08000015,4,Return,5912,400,6.337135615
2020,S08000015,S08000015,5,Return,4870,265,5.160662123
2020,S08000015,S08000015,,Return,5,0,0
2020,S08000015,S08000015,1,Return,7029,931,11.6959799
2020,S08000015,S08000015,2,Return,4615,479,9.403219474
2020,S08000015,S08000015,3,Return,3546,259,6.806833114
2020,S08000015,S08000015,4,Return,2874,149,4.928878597
2020,S08000015,S08000015,5,Return,2378,92,3.724696356
2020,S08000015,S08000015,,Return,5,0,0
2020,S08000015,S08000015,1,Return,9687,1454,13.0508931
2020,S08000015,S08000015,2,Return,6870,792,10.3367267
2020,S08000015,S08000015,3,Return,5259,427,7.509672881
2020,S08000015,S08000015,4,Return,4230,286,6.333038087
2020,S08000015,S08000015,5,Return,3399,180,5.029337804
2020,S08000015,S08000015,,Return,5,0,0
2020,S08000015,S08000015,1,Return,10623,1653,13.46529814
2020,S08000015,S08000015,2,Return,7608,932,10.91334895
2020,S08000015,S08000015,3,Return,6066,571,8.603284617
2020,S08000015,S08000015,4,Return,4878,388,7.368021269
2020,S08000015,S08000015,5,Return,3965,254,6.020383977
2020,S08000015,S08000015,,Return,10,5,33.33333333
2021,S08000015,S08000015,1,Return,10859,1765,13.98130545
2021,S08000015,S08000015,2,Return,8075,953,10.55604785
2021,S08000015,S08000015,3,Return,6193,522,7.773641102
2021,S08000015,S08000015,4,Return,5128,355,6.474557724
2021,S08000015,S08000015,5,Return,4228,223,5.010110088
2021,S08000015,S08000015,,Return,5,0,0
2021,S08000015,S08000015,1,Return,11364,1713,13.09933471
2021,S08000015,S08000015,2,Return,8477,981,10.37217171
2021,S08000015,S08000015,3,Return,6518,575,8.106583956
2021,S08000015,S08000015,4,Return,5441,361,6.221992416
2021,S08000015,S08000015,5,Return,4451,241,5.136402387
2021,S08000015,S08000015,,Return,5,0,0
2021,S08000015,S08000015,1,Return,11086,1899,14.62456681
2021,S08000015,S08000015,2,Return,8090,949,10.498949
2021,S08000015,S08000015,3,Return,6514,662,9.225195095
2021,S08000015,S08000015,4,Return,5353,443,7.643202208
2021,S08000015,S08000015,5,Return,4440,299,6.309347964
2021,S08000015,S08000015,,Return,17,0,0
2021,S08000015,S08000015,1,Return,11223,2106,15.80013504
2021,S08000015,S08000015,2,Return,8517,1146,11.85967091
2021,S08000015,S08000015,3,Return,6667,682,9.280174173
2021,S08000015,S08000015,4,Return,5439,466,7.891617273
2021,S08000015,S08000015,5,Return,4693,324,6.458042655
2021,S08000015,S08000015,,Return,10,5,33.33333333
2022,S08000015,S08000015,1,Return,11050,1942,14.9476601
2022,S08000015,S08000015,2,Return,8244,1051,11.30715438
2022,S08000015,S08000015,3,Return,6469,719,10.00278242
2022,S08000015,S08000015,4,Return,5368,466,7.987658553
2022,S08000015,S08000015,5,Return,4465,327,6.823873122
2022,S08000015,S08000015,,Return,10,5,33.33333333
2022,S08000015,S08000015,1,Return,11308,2030,15.21967311
2022,S08000015,S08000015,2,Return,8224,1066,11.47470398
2022,S08000015,S08000015,3,Return,6531,721,9.942084942
2022,S08000015,S08000015,4,Return,5511,488,8.134689115
2022,S08000015,S08000015,5,Return,4524,339,6.971005552
2022,S08000015,S08000015,,Return,10,5,33.33333333
2022,S08000015,S08000015,1,Return,11739,2173,15.61960897
2022,S08000015,S08000015,2,Return,8500,1115,11.59646386
2022,S08000015,S08000015,3,Return,6780,762,10.10342084
2022,S08000015,S08000015,4,Return,5805,480,7.637231504
2022,S08000015,S08000015,5,Return,4747,326,6.426177804
2022,S08000015,S08000015,,Return,10,0,0
2022,S08000015,S08000015,1,Return,11700,2129,15.39518403
2022,S08000015,S08000015,2,Return,8558,1208,12.36944501
2022,S08000015,S08000015,3,Return,7018,766,9.840698869
2022,S08000015,S08000015,4,Return,5756,503,8.036427544
2022,S08000015,S08000015,5,Return,4724,373,7.318030214
2022,S08000015,S08000015,,Return,5,0,0
2023,S08000015,S08000015,1,Return,11813,2146,15.3735941
2023,S08000015,S08000015,2,Return,8795,1228,12.25182081
2023,S08000015,S08000015,3,Return,6977,776,10.00902876
2023,S08000015,S08000015,4,Return,5953,500,7.748334108
2023,S08000015,S08000015,5,Return,4891,316,6.068753601
2023,S08000015,S08000015,,Return,10,0,0
2023,S08000015,S08000015,1,Return,11442,1842,13.86630533
2023,S08000015,S08000015,2,Return,8838,1027,10.41054232
2023,S08000015,S08000015,3,Return,6873,623,8.311099253
2023,S08000015,S08000015,4,Return,5806,375,6.066979453
2023,S08000015,S08000015,5,Return,4818,279,5.473808122
2023,S08000015,S08000015,,Return,5,0,0
2023,S08000015,S08000015,1,Return,11259,1747,13.43226203
2023,S08000015,S08000015,2,Return,8636,940,9.816207185
2023,S08000015,S08000015,3,Return,6756,592,8.056614045
2023,S08000015,S08000015,4,Return,5684,370,6.111661711
2023,S08000015,S08000015,5,Return,4653,263,5.34987795
2023,S08000015,S08000015,,Return,18,0,0
2023,S08000015,S08000015,1,Return,11523,1871,13.96894132
2023,S08000015,S08000015,2,Return,8938,999,10.05333602
2023,S08000015,S08000015,3,Return,6984,613,8.068974595
2023,S08000015,S08000015,4,Return,6092,384,5.929586164
2023,S08000015,S08000015,5,Return,4887,268,5.198836081
2023,S08000015,S08000015,,Return,10,0,0
2024,S08000015,S08000015,1,Return,12366,1806,12.74343776
2024,S08000015,S08000015,2,Return,9421,992,9.526553347
2024,S08000015,S08000015,3,Return,7612,608,7.396593674
2024,S08000015,S08000015,4,Return,6305,377,5.642023346
2024,S08000015,S08000015,5,Return,5057,253,4.764595104
2024,S08000015,S08000015,,Return,18,5,21.73913043
2024,S08000015,S08000015,1,Return,11786,1678,12.46286393
2024,S08000015,S08000015,2,Return,8889,973,9.86615291
2024,S08000015,S08000015,3,Return,7208,537,6.933505487
2024,S08000015,S08000015,4,Return,6025,357,5.593857725
2024,S08000015,S08000015,5,Return,4830,239,4.714933912
2024,S08000015,S08000015,,Return,10,0,0
2024,S08000015,S08000015,1,Return,11849,1768,12.98377029
2024,S08000015,S08000015,2,Return,8859,895,9.17572278
2024,S08000015,S08000015,3,Return,7248,537,6.897880539
2024,S08000015,S08000015,4,Return,5829,361,5.831987076
2024,S08000015,S08000015,5,Return,4714,226,4.574898785
2024,S08000015,S08000015,,Return,17,0,0
2019,S08000015,A210H,1,All,5893,761,11.43672979
2019,S08000015,A210H,2,All,5517,461,7.711609234
2019,S08000015,A210H,3,All,4546,305,6.28736343
2019,S08000015,A210H,4,All,3330,184,5.236198065
2019,S08000015,A210H,5,All,3315,135,3.913043478
2019,S08000015,A210H,,All,10,0,0
2019,S08000015,A210H,1,All,6205,920,12.9122807
2019,S08000015,A210H,2,All,5779,550,8.690156423
2019,S08000015,A210H,3,All,4664,363,7.221006565
2019,S08000015,A210H,4,All,3472,213,5.780189959
